timestamp_ms,roll,pitch,rate_roll,rate_pitch,rate_yaw,error_angle_roll,error_angle_pitch,error_rate_roll,error_rate_pitch,error_rate_yaw,motor1,motor2,motor3,motor4,altitude,velocity,lidar_raw,armed
46170,-3.07,-0.95,0.06,-3.56,26.48,3.07,0.95,6.08,5.46,-26.48,160,683,100,317,0.5,35.6,0.5,1t
46771,-4.58,-0.60,-7.45,-6.37,12.75,4.58,0.60,16.60,7.57,-12.75,134,402,100,598,0.2,13.2,0.2,1t
47146,-5.13,1.04,-8.18,-16.44,23.73,5.13,-1.04,18.44,14.37,-23.73,100,543,401,457,0.2,25.3,0.2,1t
47370,-5.27,1.94,-9.83,0.53,0.11,5.27,-1.94,20.37,-4.41,-0.11,280,167,264,489,0.0,5.3,0.0,1t
47971,-4.46,3.29,-20.51,5.65,1.82,4.46,-3.29,29.43,-12.23,-1.82,100,318,328,696,0.0,-4.4,0.0,1t
48345,3.37,1.73,15.50,-6.55,-5.44,-3.37,-1.73,-22.24,3.09,5.44,761,348,650,328,3.6,20.0,3.6,1t
48721,0.38,-1.01,-31.25,-1.85,13.17,-16.38,1.01,-1.51,3.88,-13.17,475,830,525,970,12.3,-3.6,12.3,1t
49171,-9.04,-0.41,-13.73,4.49,12.68,-6.96,0.41,-0.19,-3.67,-12.68,222,596,201,627,12.7,-10.7,12.7,1t
49321,-8.17,-0.55,0.92,-8.08,-14.17,-7.83,0.55,-16.57,9.18,14.17,790,501,806,296,4.4,-34.8,4.4,1t
49772,-8.17,-0.57,99.25,89.34,6.21,-7.83,0.57,-114.92,-88.19,-6.21,621,621,100,621,1.4,-4.0,1.4,1t
49921,-7.21,-1.50,-23.99,-6.37,-12.65,-8.79,1.50,6.40,9.37,12.65,894,441,698,351,1.3,19.0,1.3,1t
50521,-10.64,-1.16,-4.94,4.56,4.20,-5.36,1.16,-5.78,-2.24,-4.20,304,826,401,679,6.2,-22.3,6.2,1t
50971,-8.50,2.90,-31.86,42.22,14.27,-7.50,13.10,16.86,-16.01,-14.27,219,596,136,560,2.2,10.1,2.2,1t
51120,-5.67,2.60,6.77,31.72,-0.32,5.67,13.40,4.56,-4.92,0.32,194,721,352,260,1.5,9.3,1.5,1t
51346,-1.99,5.03,54.44,-5.52,14.76,17.99,-5.03,-18.46,-4.54,-14.76,159,689,187,456,1.5,8.5,1.5,1t
51722,-26.63,8.09,-238.78,91.11,450.75,42.63,-24.09,324.04,-139.28,-450.75,100,274,274,726,3.1,29.4,3.1,1t
51947,-9.48,20.90,167.42,-115.50,139.58,25.48,-36.90,-116.46,41.71,-139.58,218,735,223,507,2.5,-1.7,2.5,1t
52246,-4.77,-4.91,-8.61,-184.35,16.29,20.77,-11.09,50.15,162.17,-16.29,155,446,100,554,4.1,43.1,4.1,1t
52388,-13.43,-5.15,6.71,156.54,-44.20,29.43,-10.85,52.15,-178.24,44.20,999,208,208,208,4.2,-0.9,4.2,1t
52546,-8.02,12.08,-62.81,121.14,17.93,8.02,-28.08,78.84,-177.31,-17.93,253,581,581,999,1.9,-32.7,1.9,1t
52996,3.46,8.15,200.87,77.43,14.76,-3.46,-24.15,-207.79,-125.73,-14.76,500,500,100,500,2.1,29.0,2.1,1t
53213,-0.60,10.51,3.05,1.99,69.94,0.60,-26.51,-1.84,-55.02,-69.94,474,474,100,894,1.0,-11.7,1.0,1t
53596,-7.66,-3.31,-18.25,96.36,-20.34,7.66,-12.69,33.57,-121.74,20.34,900,100,100,100,1.1,-17.6,1.1,1t
53746,-8.13,-1.50,1.34,-2.65,-13.50,8.13,-14.50,14.92,-26.36,13.50,524,100,476,428,0.6,10.2,0.6,1t
53970,-7.56,-5.72,1.89,-77.91,-5.57,7.56,-10.28,13.22,57.34,5.57,262,100,500,448,1.2,7.5,1.2,1t
54121,-5.97,-1.46,-8.18,-10.89,11.04,5.97,-14.54,20.13,-18.18,-11.04,100,103,103,897,-0.3,2.7,-0.3,1t
54346,-5.93,-2.90,1.34,-1.55,-16.80,5.93,-13.10,10.51,-24.65,16.80,581,100,419,405,-0.6,13.1,-0.6,1t
54571,-5.36,-4.69,-19.65,-21.57,8.59,5.36,-11.31,30.38,-1.06,-8.59,144,195,100,805,0.1,12.4,0.1,1t
69045,0.57,2.07,0.06,-0.08,0,-0.95,-4.55,-0.05,50,50,50,50,0.0,-5.2,0.0,1t
69263,1.06,1.42,0.37,11.58,18.36,-1.06,-1.42,-2.48,-14.41,-18.36,509,884,491,916,0.1,1.0,0.1,1t
69422,-0.14,-1.36,-16.36,-14.18,-10.51,0.14,1.36,16.64,16.91,10.51,893,498,907,502,2.5,18.6,2.5,1t
69864,-1.59,-0.13,4.70,1.14,1.27,1.59,0.13,-1.53,-0.88,-1.27,349,470,375,509,26.0,68.3,26.0,1t
70021,-1.80,-0.39,1.34,0.41,-0.07,1.80,0.39,2.26,0.37,0.07,405,541,440,439,35.9,61.1,35.9,1t
70464,-3.19,4.65,14.28,4.43,-12.71,3.19,-4.65,-7.91,-13.73,12.71,873,504,874,443,46.8,-22.2,46.8,1t
70621,-2.10,2.35,4.70,-6.67,11.89,2.10,-2.35,-0.50,1.98,-11.89,523,950,470,843,44.7,-25.8,44.7,1t
71064,-1.42,-0.04,-0.06,-2.34,24.16,1.42,0.04,2.90,2.43,-24.16,187,618,231,600,44.8,15.0,44.8,1t
71221,-1.66,-0.38,-0.24,-1.24,4.99,1.66,0.38,3.57,1.99,-4.99,246,655,268,659,44.6,9.2,44.6,1t
72046,-0.71,-0.83,4.15,-0.39,19.64,0.71,0.83,-2.72,2.05,-19.64,320,753,336,703,50.9,52.4,50.9,1t
72421,-1.04,-0.39,3.36,5.96,16.71,1.04,0.39,-1.28,-5.18,-16.71,350,772,367,744,72.4,47.0,72.4,1t
72646,-1.43,-0.23,-0.06,1.02,13.60,1.43,0.23,2.92,-0.56,-13.60,211,647,290,655,80.6,16.9,80.6,1t
73022,-2.45,-1.97,-1.28,-1.73,2.98,-13.55,1.97,-25.82,5.66,-2.98,348,784,558,865,78.4,-17.5,78.4,1t
73247,-5.52,-1.40,-27.41,-0.08,-4.16,-10.48,1.40,6.44,2.89,4.16,375,169,428,253,77.3,36.4,77.3,1t
73622,-9.24,-1.57,-4.82,-0.27,-11.43,9.24,1.57,23.31,3.40,11.43,519,129,495,100,77.4,30.7,77.4,1t
73847,-4.88,-3.92,21.48,-28.65,13.48,4.88,-12.08,-11.72,4.50,-13.48,508,921,492,879,73.8,-33.4,73.8,1t
74064,-1.98,-4.69,10.25,12.73,10.67,1.98,4.69,-6.30,-3.36,-10.67,164,569,214,608,73.6,23.3,73.6,1t
74222,-1.25,-2.24,6.10,14.38,-11.43,1.25,2.24,-3.61,-9.91,11.43,748,347,695,296,72.7,3.4,72.7,1t
74446,-1.60,-0.92,2.38,5.78,17.69,1.60,0.92,0.82,-3.93,-17.69,254,752,403,705,72.0,1.2,72.0,1t
74664,-1.35,-1.79,1.04,-238.1,1.67,-4.53,5.57,668,372,729,381,71.1,1.8,71.1,1t
74822,-1.19,-4.01,-5.01,4.01,17.20,-14.81,4.01,-24.61,4.01,-17.20,287,742,471,816,70.6,-4.1,70.6,1t
75047,-4.95,-3.02,-26.55,11.45,13.17,-11.05,3.02,4.45,-5.42,-13.17,378,838,497,837,69.6,-13.0,69.6,1t
75422,-4.28,-1.09,15.38,3.21,3.47,4.28,1.09,-6.82,-1.04,-3.47,394,793,429,830,67.1,-5.2,67.1,1t
75647,-3.66,-1.54,12.21,3.21,-12.46,3.66,1.54,-4.90,-0.13,12.46,684,309,678,254,65.9,10.0,65.9,1t
76022,-1.40,-0.70,4.39,-2.04,4.38,1.40,-15.30,-1.59,-28.55,-4.38,320,685,305,740,64.5,7.1,64.5,1t
76247,-1.46,-2.24,0.30,5.23,-13.50,1.46,2.24,2.61,-0.75,13.50,928,537,872,463,63.9,-33.7,63.9,1t
76464,-3.78,-1.61,-27.16,7.12,5.18,-12.22,1.61,2.73476,858,441,860,63.3,-13.4,63.3,1t
76622,-6.87,-0.88,-21.55,1.44,19.89,-9.13,0.88,3.30,0.32,-19.89,358,744,365,778,63.4,2.1,63.4,1t
76847,-6.04,-0.94,17.94,-1.79,-5.87,6.04,0.94,-5.87,3.67,5.87,831,594,858,516,62.8,-28.0,62.8,1t
77064,-3.29,-0.82,15.38,1.32,-0.99,3.29,0.82,-8.80,0.32,0.99,318,558,354,483,62.2,20.3,62.2,1t
77222,-2.10,-1.07,9.83,1.63.5.62,0.51,-39.56,460,893,515,882,61.4,-16.2,61.4,1t
77447,-1.85,-1.12,7.45,-0.14,-31.02,1.85,1.12,-3.74,2.38,-8.98,488,957,512,843,61.0,-29.4,61.0,1t
77665,-2.33,-1.18,2.38,-0.94,-37.61,2.33,1.18,2.28,3.30,-2.39,439,900,450,789,60.4,-9.9,60.4,1t
78047,-2.02,-4.63,1.46,-25.84,-5.20,2.02,-11.37,2.57,3.10,5.20,753,566,765,504,59.0,-9.0,59.0,1t
78341,-4.39,-5.31,-27.77,14.14,7.07,-11.61,5.31,4.54,-3.52,-7.07,473,927,527,873,57.9,-31.4,57.9,1t
78647,-8.39,-1.57,-12.88,10.29,-11.85,8.39,1.57,29.65,-7.16,11.85,698,251,999,698,55.6,-11.0,55.6,1t
78940,-5.74,-0.76,18.25,3.64,11.77,5.74,0.76,-6.78,-2.12,-11.77,497,964,503,836,53.9,-18.0,53.9,1t
79247,-1.65,-1.28,6.71,1.75,-11.12,1.65,1.28,-3.42,0.82,11.12,882,464,918,536,53.9,-16.4,53.9,1t
79465,-1.12,-1.34,2.56,-0.02,9.14,1.12,1.34,-0.32,2.70,-9.14,377,831,472,818,53.5,-4.1,53.5,1t
80065,-2.10,-1.16,-1.59,-0.51,-0.07,2.10,1.16,5.80,2.83,0.07,557,836,606,801,50.6,-14.9,50.6,1t
80222,-2.11,-1.46,2.93,-4.11,-7.64,2.11,1.46,1.29,7.03,7.64,878,587,890,445,49.3,-36.6,49.3,1t
80665,-4.41,-1.11,-10.44,3.95,-9.72,4.41,1.11,19.27,-1.73,9.72,642,275,620,187,48.5,26.9,48.5,1t
80822,-2.78,-0.72,10.13,2.79,-3.55,2.78,0.72,-4.58,-1.35,3.55,665,705,719,710,47.1,-29.1,47.1,1t
81265,-1.09,-0.46,6.77,-3.87,-4.28,1.09,0.46,-4.59,4.80,4.28,751,686,770,594,44.5,-27.4,44.5,1t
81422,-0.88,-0.96,3.48,0.10,-3.80,0.88,0.96,-1.71,1.83,3.80,495,504,590,549,43.4,12.0,43.4,1t
81865,-0.93,-5.47,-1.47,-26.33,-9.66,0.93,-10.53,3.32,5.27,9.66,868,518,932,482,41.3,-36.9,41.3,1t
82022,-0.74,-5.75,5.31,18.35,-7.70,0.74,5.75,-3.82,-6.84,7.70,898,558,882,462,39.0,-25.5,39.0,1t
82847,-2.62,-0.87,-19.41,-0.69,-6.97,-13.38,0.87,-7.35,2.43,6.97,839,534,846,582,33.9,-12.3,33.9,1t
83223,-4.67,-1.73,21.12,-0.69,12.56,4.67,1.73,-11.77,4.16,-12.56,473,920,527,880,32.5,-0.5,32.5,1t
83447,-2.33,-1.76,11.47,-0.33,9.27,2.33,1.76,-6.82,3.84,-9.27,486,920,514,880,32.8,7.9,32.8,1t
83740,-2.23,-2.29,4.27,3.15,-1.66,2.23,2.29,0.19,1.43,1.66,591,802,639,767,33.8,-7.5,33.8,1t
83822,-1.57,-1.89,0.92,0.34,-8.43,1.57,1.89,2.23,3.43,8.43,890,497,910,503,36.1,4.3,36.1,1t
84047,-1.98,-1.82,0.85,-1.00,-2.58,1.98,1.82,3.11,4.63,2.58,569,807,677,747,38.7,-14.5,38.7,1t
84265,-4.05,-1.19,-29.66,8.16,15.19,-11.95,1.19,5.76,-5.77,-15.19,386,807,389,768,41.6,17.1,41.6,1t
84422,-7.86,-0.33,-11.29,0.95,-2.58,7.86,0.33,27.02,-0.29,2.58,546,704,516,560,43.7,15.4,43.7,1t
84647,-5.48,-1.62,19.41,-5.09,-9.17,5.48,1.62,-8.46,8.34,9.17,925,562,875,438,42.2,-30.8,42.2,1t
85022,-1.60,-1.55,7.32,-1.12,7.37,1.60,1.55,-4.12,4.22,-7.37,469,948,531,852,37.5,-9.3,37.5,1t
85247,-1.23,-1.35,2.26,-0.02,2.55,1.23,1.35,0.20,2.72,-2.55,484,904,516,896,34.4,-16.4,34.4,1t
85473,-2.54,-1.48,-16.79,-3.01,-9.17,-13.46,1.48,-10.13,5.97,9.17,879,542,921,458,31.2,-18.7,31.2,1t
85622,-5.20,-1.06,4.46,0.59,10.67,5.20,1.06,5.94,1.54,-10.67,501,960,499,840,28.1,-20.9,28.1,1t
85922,-3.53,-0.95,6.04,0.95,-9.29,3.53,0.95,1.03,0.95,9.29,873,521,927,479,24.4,-36.2,24.4,1t
86073,-1.06,-2.48,5.92,-30.30,10.61,1.06,-13.52,-3.81,3.26,-10.61,478,921,522,879,20.3,-36.4,20.3,1t
86223,0.44,-5.77,3.05,-16.07,-3.80,-0.44,-10.23,-3.94,-4.39,3.80,742,729,690,640,15.6,-56.0,15.6,1t
86448,0.95,-6.80,3.05,-11.74,-8.98,-0.95,-9.20,-4.95,-6.66,8.98,882,552,918,448,9.5,-52.9,9.5,1t
86740,0.27,-7.55,-14.71,1.81,11.10,-0.27,-8.45,14.17,-18.70,-11.10,443,594,557,999,2.5,-29.7,2.5,1t
87047,-2.05,2.31,-21.24,5.72,0.60,2.05,-2.31,25.34,-10.33,-0.60,100,573,190,427,0.1,18.4,0.1,1t
87265,-1.27,0.38,-2.08,8.65,-13.99,1.27,-0.38,4.61,-9.40,13.99,697,100,437,437,0.1,-6.4,0.1,1t
87497,-2.16,0.38,-13.37,13.59,3.71,2.16,-0.38,17.68,-14.34,-3.71,305,305,258,999,0.0,-25.2,0.0,1t
87648,-1.33,0.24,5.55,10.29,-13.44,1.33,-0.24,-2.90,-10.77,13.44,780,100,232,120,0.1,-4.9,0.1,1t
87865,-2.63,-1.70,-0.31,5.35,2.00,2.63,1.70,5.57,-1.95,-2.00,262,302,100,698,0.2,2.7,0.2,1t
